id,date,text
593,2017-03-15T07:51:01,"#464
나무에 앉은 새는
가지가 부러질까 두려워하지 않는다.
새는 나무가 아니라
자신의 날개를 믿기 때문이다.
-류시화, <새는 날아가면서 뒤돌아보지 않는다>-"
595,2017-03-16T07:50:52,"#465
기다리지 않아도 봄은 오니까
애쓰지 않아도 겨울은 잊혀지니까
흘러가는 그 마음 잡지 않았어
-황경신-"
597,2017-03-17T08:30:59,"#466
네가 괜찮다고 생각하는 일이 다른 사람에게는 상처를 줄 수도 있는 거지
다른 사람의 마음을 상상할 수 있느냐 없느냐는 정말 중요한 거야
-오기와라 히로시, <네 번째 빙하기>-"
599,2017-03-18T07:30:11,"#467
희망차게 여행하는 것이
목적지에 도착하는 것보다 좋다
-로버트 루이스 스티븐슨-"
601,2017-03-19T07:31:07,"#468
오늘 나의 불행은
언젠가 내가 잘못 보낸
시간의 보복이다
-나폴레옹-"
603,2017-03-20T08:26:31,"#469
자기가 원하는 일을 위해 무엇을 포기해야 할지 아는 것은 그 일을 성취하기 위해 해야 할 일들 중 절반을 아는 것이다
-시드니 하워드-"
605,2017-03-21T08:20:24,"#470
보리 한 줌 움켜쥔 이는 쌀가마를 들 수 없고 곳간을 지은 이는 곳간보다 큰 물건을 담을 수 없다 
-반칠환, <내게 가장 가까운 신, 당신>-"
607,2017-03-22T08:28:23,"#471
창살을 금으로 만들어도
감옥은 감옥이다
-빌라톨 N. 메논, 인도 시인-"
609,2017-03-23T07:55:28,"#472
커피 마시기 좋은 날씨
책 읽기 좋은 날씨
영화 보기 좋은 날씨
한잔하기 좋은 날씨
데이트하기 좋은 날씨
냉면 먹기 좋은 날씨
짬뽕 먹기 좋은 날씨
여행 가기 좋은 날씨
축구하기 좋은 날씨
잠자기 좋은 날씨
는 머릿속에 떠오르는데
일하기 좋은 날씨는 도통 떠오르지 않네
-강백수, <사축일기>-"
611,2017-03-24T07:51:42,"#473
낙엽을 보며 배우는 것 한 가지
일생 동안 나는 어떻게 물들어가야 하는 것
떠날 때 보면 안다
-안도형, <잡문>-"
613,2017-03-25T07:26:14,"#474
좋아하는 것과 잘하는 것
그 둘 사이에서 고민 중이라면
해결책은 간단해요
둘 중 행복은 어디에서 오는가
그곳으로 가세요
의외로 답은 쉽습니다
-서재석, <젊은 새벽의 서재>-"
615,2017-03-26T07:59:04,"#475
친밀감
좋아하는 것보단
싫어하는 게 비슷할 때
더욱 강하게 드는 것
-이석원, <언제 들어도 좋은 말>-"
617,2017-03-27T08:24:07,"#476
나무의 나이테가 우리에게 가르치는 것은
나무는 겨울에도 자란다는 사실입니다
그리고 겨울에 자란 부분일수록
여름에 자란 부분보다 더 단단하다는 사실입니다
-신영복, <감옥으로부터의 사색>-"
619,2017-03-28T10:10:25,"#477
예쁜 여자를 꼬시려고 할 때
라이벌인 남자가 장미 10송이를 준비한다면,
당신은 15송이를 준비할 것인가?
그런 생각 때문에 지는 것이다.
라이벌이 뭘 할지는 상관없다.
그 여성이 정말 원하는 것이 무엇인지를 간파해야지.
-스티브 잡스-"
621,2017-03-29T07:51:16,"#478
더러운 물에서
연꽃이 피었다고
연꽃만 칭찬하지만

연꽃을 피울만큼
내가 더럽지 않다는 걸
왜 몰라

내가 연꽃이 사는
집이란 걸
왜 몰라
-이장근, <빵점 아빠 백점 엄마>-"
623,2017-03-29T18:15:53,"#001_2
금이 아름답다는 것을 알게되면,
별이 아름답다는 것을 잊어버린다.
-독일속담-"
625,2017-03-30T07:51:17,"#479
무례함이란
약자가 강한 척하는 것이다
-에릭 호퍼-"
627,2017-03-30T17:56:37,"#002_2
가진 게 망치밖에 없을 땐
세상의 모든 문제가
못대가리로 보이게 마련이다.
-에브라함 마즐"
629,2017-03-31T08:26:20,"#480
만약 누군가가 당신에게는 잘 대해주지만 웨이터에게는 거만하게 행동한다면 그는 좋은 사람이 아니다
-USA투데이, 웨이터의 법칙-"
631,2017-03-31T18:04:59,"#003-3
흥미로운 삶을 보장하는 것은
재미있게 놀 줄 아는 상상력이다.
-유영만, <상상하여 창조하라>-"
633,2017-04-01T09:04:58,"#481
쉼 없이 흐르는 물은
고여 있는 물의 심정을
알 수 없습니다
단단하게 박혀 있는 바위는
동글동글 구르는 자갈의 심정을
알 수 없습니다
내가 모르는 세상을 경험해 보는 일
때로는 그렇게 내가 아닌 나를
경험해 볼 수 있어야 합니다
-윤석미, <달팽이 편지>-"
635,2017-04-02T07:33:33,"#482
아무리 향기로운 꽃이라도 계속 그 옆에 있으면 점점 향기가 느껴지지 않는다.
그러다 꽃이 시들어버린 후에야 그 향기를 그리워하게 된다
-무무, <사랑을 배우다>-"
637,2017-04-03T07:35:53,"#483
사람들은 가치보다 가격에 더 주목한다
하지만 가격은 당신이 지불하는것이고
가치는 당신이 얻는것이다
-워렌버핏-"
639,2017-04-04T08:15:58,"#484
한국의 관공서 중에서 유일하게
대한민국의 내일을 진지하게
고민하는 곳은 기상청 뿐이다
-나무 위키-"
641,2017-04-04T17:17:52,"#004_3
동작을 행동으로 오해하지 마라!
-어니스트 헤밍웨이-"
644,2017-04-05T07:50:45,"#485
아무리 중대한 실수를 저질렀더라도
항상 또 다른 기회는 있기 마련이다
우리가 실패라 부르는 것은
추락하는 것이 아니라
추락한 채로 있는 것이다
-메리 픽 포드-"
646,2017-04-06T08:38:01,"#486
지나온 길을 돌아볼 때 필요한 건
후회가 아닌 평가이고
앞으로의 길을 내다볼 때 필요한 건
걱정이 아닌 판단이다
-김수현, <나는 나로 살기로 했다>-"
648,2017-04-06T17:07:18,"#005_3
아름다운 서울의 야경은
야근으로 만들어진 것이다"
650,2017-04-07T07:47:52,"#487
서운함이란
기대만큼 주지 않는
상대방에 대한 감정이 아니라
기대가 너무 컸던
나 자신에게 느끼는 감정
-김재식, <사랑할때 알아야 할 것들>-"
652,2017-04-07T17:02:22,"#006-3
우리를 괴롭히는 것은 먼 산이 아니라
신발 속에 들어간 작은 모래다
-중국속담-"
654,2017-04-08T07:49:00,"#488
언젠가 내가 발음한 단어들이
나를 그곳으로 안내할 것이다
-신혜정, <흐드러지다>-"
656,2017-04-08T20:56:18,"#007_3
상식이란 18세까지 몸에 익힌 편견의 콜렉션을 말한다.
-알버트 아인슈타인-"
658,2017-04-09T07:36:20,"#489
아직 꽃이 피지 않은 곳도 있대
여긴 이렇게 흩날리는데 말이야

꽃들은 여려서 작은 온도차에도 예민한가 보다

그럼, 지금은 나의 온도에서
너란 꽃이 피어날 차례야
-오밤 이정현 <달을 닮은 너에게>-"
